Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
2,A1 SH,SHANKLE,2774.5,98.36,0.642,-0.1,18.685,2.9,1,1
2,A1 SH,SHANKLE,2775,97.57,0.631,7.9,16.745,3.2,1,0.984
2,A1 SH,SHANKLE,2775.5,98.41,0.615,12.8,14.105,3.2,1,0.968
2,A1 SH,SHANKLE,2776,85.92,0.597,13,13.385,3.4,1,0.952
2,A1 SH,SHANKLE,2776.5,83.16,0.592,12.3,13.345,3.4,1,0.935
2,A1 SH,SHANKLE,2777,82.56,0.599,12.9,13.105,3.5,1,0.919
2,A1 SH,SHANKLE,2777.5,83.12,0.611,13.2,14,3.3,1,0.903
2,A1 SH,SHANKLE,2778,84.26,0.62,12.8,13.685,3.3,1,0.887
2,A1 SH,SHANKLE,2778.5,86.29,0.627,13.2,13.92,3.2,1,0.871
2,A1 SH,SHANKLE,2779,80.95,0.629,13,13.975,3.2,1,0.855
2,A1 SH,SHANKLE,2779.5,79.07,0.629,13,14.235,3.2,1,0.839
2,A1 SH,SHANKLE,2780,75.31,0.626,11.4,13.17,3.2,1,0.823
2,A1 SH,SHANKLE,2780.5,69.3,0.625,10.1,12.32,3,1,0.806
2,A1 SH,SHANKLE,2781,69.16,0.626,9,11.805,3,1,0.79
2,A1 SH,SHANKLE,2781.5,69.03,0.624,10,11.72,3.2,1,0.774
2,A1 SH,SHANKLE,2782,64.95,0.622,10.1,11.75,3.4,1,0.758
2,A1 SH,SHANKLE,2782.5,78.95,0.607,12,12.155,3.4,1,0.742
2,A1 SH,SHANKLE,2783,82.36,0.58,11.7,12.955,3.2,1,0.726
2,A1 SH,SHANKLE,2783.5,80.27,0.543,11.1,12.865,3.1,1,0.71
2,A1 SH,SHANKLE,2784,78.87,0.507,8.5,12.23,2.9,1,0.694
2,A1 SH,SHANKLE,2784.5,66.38,0.473,6.2,11.89,2.8,1,0.677
1,A1 SH,SHANKLE,2785,58.63,0.444,4.4,12.44,2.7,1,0.661
1,A1 SH,SHANKLE,2785.5,59.16,0.413,3.7,13.64,2.6,1,0.645
1,A1 SH,SHANKLE,2786,52.86,0.378,2.5,14.49,2.6,1,0.629
1,A1 SH,SHANKLE,2786.5,54.32,0.344,1.1,15.085,2.6,1,0.613
1,A1 SH,SHANKLE,2787,53.27,0.32,-0.3,14.985,2.7,1,0.597
1,A1 SH,SHANKLE,2787.5,52.34,0.312,-0.1,14.945,2.7,1,0.581
1,A1 SH,SHANKLE,2788,58.01,0.31,0.9,15.055,2.7,1,0.565
1,A1 SH,SHANKLE,2788.5,55.38,0.307,1.6,15.28,2.8,1,0.548
1,A1 SH,SHANKLE,2789,55.18,0.301,1.7,15.905,2.8,1,0.532
1,A1 SH,SHANKLE,2789.5,55.09,0.292,0.8,16.485,2.8,1,0.516
1,A1 SH,SHANKLE,2790,58.89,0.288,0.3,17.33,2.7,1,0.5
1,A1 SH,SHANKLE,2790.5,56.51,0.294,-0.5,17.77,2.7,1,0.484
1,A1 SH,SHANKLE,2791,57.27,0.31,-0.1,17.9,2.8,1,0.468
1,A1 SH,SHANKLE,2791.5,58.42,0.328,0.3,17.97,2.8,1,0.452
1,A1 SH,SHANKLE,2792,58.99,0.346,0.9,18.3,2.7,1,0.435
1,A1 SH,SHANKLE,2792.5,59.99,0.367,1.5,19.49,2.5,1,0.419
1,A1 SH,SHANKLE,2793,62.66,0.389,1.7,20.135,2.4,1,0.403
1,A1 SH,SHANKLE,2793.5,60.46,0.408,2.1,20.495,2.3,1,0.387
1,A1 SH,SHANKLE,2794,60.85,0.415,1.1,20.34,2.3,1,0.371
1,A1 SH,SHANKLE,2794.5,63.8,0.408,1.1,20.015,2.4,1,0.355
1,A1 SH,SHANKLE,2795,63.82,0.387,1,19.615,2.4,1,0.339
1,A1 SH,SHANKLE,2795.5,66.97,0.367,0.3,19.01,2.4,1,0.323
1,A1 SH,SHANKLE,2796,69.67,0.362,-0.2,18.66,2.5,1,0.306
1,A1 SH,SHANKLE,2796.5,70.72,0.367,1.1,17.45,2.6,1,0.29
1,A1 SH,SHANKLE,2797,85.75,0.377,5.1,18.705,2.6,1,0.274
1,A1 SH,SHANKLE,2797.5,89.58,0.389,8.5,19.555,2.6,1,0.258
2,A1 SH,SHANKLE,2798,87.45,0.396,6,20.265,2.6,1,0.242
2,A1 SH,SHANKLE,2798.5,84.45,0.405,3.2,16.485,2.8,1,0.226
1,A1 SH,SHANKLE,2799,71.4,0.415,2.2,12.965,3,1,0.21
1,A1 SH,SHANKLE,2799.5,70.13,0.423,4,11.34,2.9,1,0.194
1,A1 SH,SHANKLE,2800,70.92,0.428,4.5,12.33,2.8,1,0.177
1,A1 SH,SHANKLE,2800.5,68.34,0.427,4.7,13.295,2.7,1,0.161
1,A1 SH,SHANKLE,2801,76.04,0.422,7.1,16.445,2.6,1,0.145
1,A1 SH,SHANKLE,2801.5,89.18,0.412,9.1,24.17,2.4,1,0.129
2,A1 SH,SHANKLE,2802,86.72,0.396,7.6,28.165,2.4,1,0.113
2,A1 SH,SHANKLE,2802.5,73.95,0.384,3.9,26.97,2.5,1,0.097
2,A1 SH,SHANKLE,2803,59.22,0.382,2.1,20.215,3,1,0.081
2,A1 SH,SHANKLE,2803.5,70.19,0.389,4.4,16.27,3.2,1,0.065
2,A1 SH,SHANKLE,2804,71.73,0.423,18.6,22.62,2.5,1,0.048
2,A1 SH,SHANKLE,2804.5,75.15,0.494,16.4,33.13,2.1,1,0.032
3,A1 SH,SHANKLE,2805,75.28,0.572,1.7,36.13,1.9,1,0.016
3,A1 SH,SHANKLE,2805.5,46.04,0.645,-17.8,28.075,2.3,1,0.01
8,A1 LM,SHANKLE,2806,46.04,0.645,-17.8,28.075,2.3,2,1
8,A1 LM,SHANKLE,2807,26.73,0.748,-9,9.105,5,2,0.953
8,A1 LM,SHANKLE,2807.5,36.5,0.794,0.1,5.945,4.5,2,0.93
8,A1 LM,SHANKLE,2808,52.24,0.867,4.2,7.395,4.1,2,0.907
6,A1 LM,SHANKLE,2808.5,61.32,0.925,9.4,8.825,3.6,2,0.884
6,A1 LM,SHANKLE,2809,56.15,0.965,12.2,8.85,3.5,2,0.86
6,A1 LM,SHANKLE,2809.5,55.07,0.985,10.9,7.225,3.6,2,0.837
6,A1 LM,SHANKLE,2810,64.81,0.974,7.7,5.565,3.7,2,0.814
6,A1 LM,SHANKLE,2810.5,87.83,0.952,4.6,4.495,4.1,2,0.791
6,A1 LM,SHANKLE,2811,88.06,0.956,2.5,4.19,4.7,2,0.767
6,A1 LM,SHANKLE,2811.5,75.07,0.971,0.8,4.695,5.2,2,0.744
6,A1 LM,SHANKLE,2812,65.29,1.009,1.4,5.175,5.4,2,0.721
6,A1 LM,SHANKLE,2812.5,74.26,1.064,4.3,6.455,5.1,2,0.698
6,A1 LM,SHANKLE,2813,73.01,1.102,5.3,7.235,4.7,2,0.674
8,A1 LM,SHANKLE,2813.5,64.61,1.121,4.4,7.765,4.7,2,0.651
8,A1 LM,SHANKLE,2814,40.57,1.125,1.7,7.655,4.7,2,0.628
8,A1 LM,SHANKLE,2814.5,30.41,1.109,-0.2,7.95,4.8,2,0.605
8,A1 LM,SHANKLE,2815,22.91,1.115,-1.4,7.585,4.7,2,0.581
8,A1 LM,SHANKLE,2815.5,24.62,1.13,-2.1,6.74,4.9,2,0.558
8,A1 LM,SHANKLE,2816,25.02,1.124,-2.4,5.865,4.9,2,0.535
8,A1 LM,SHANKLE,2816.5,27.77,1.097,-2,5.575,4.9,2,0.512
6,A1 LM,SHANKLE,2817,37.24,1.069,1.1,6.59,4.7,2,0.488
6,A1 LM,SHANKLE,2817.5,65.59,1.028,4.9,8.1,4.5,2,0.465
6,A1 LM,SHANKLE,2818,87.34,0.989,8.7,9.485,4,2,0.442
6,A1 LM,SHANKLE,2818.5,79.54,0.96,10,10.025,4,2,0.419
6,A1 LM,SHANKLE,2819,79.63,0.937,10.7,10.155,3.9,2,0.395
6,A1 LM,SHANKLE,2819.5,75.6,0.907,6.7,8.985,4,2,0.349
6,A1 LM,SHANKLE,2820,52.75,0.918,1.9,8.955,3.6,2,0.326
6,A1 LM,SHANKLE,2820.5,45.65,0.946,-2.7,9.75,3.8,2,0.302
6,A1 LM,SHANKLE,2821,51.75,0.993,-4.6,9.235,4,2,0.279
6,A1 LM,SHANKLE,2821.5,53.57,1.05,-4.6,7.61,4.8,2,0.256
6,A1 LM,SHANKLE,2822,60.94,1.107,-2.1,5.46,4.8,2,0.233
6,A1 LM,SHANKLE,2822.5,71.14,1.135,-1.1,4.55,4.9,2,0.209
6,A1 LM,SHANKLE,2823,85.69,1.133,0.1,3.965,5,2,0.186
6,A1 LM,SHANKLE,2823.5,73.63,1.094,0.8,3.9,4.8,2,0.163
6,A1 LM,SHANKLE,2824,66.27,1.029,1.9,4.185,4.6,2,0.14
6,A1 LM,SHANKLE,2824.5,81.99,0.956,3.5,5.795,4.3,2,0.116
6,A1 LM,SHANKLE,2825,93.29,0.908,6.6,8.635,3.7,2,0.093
6,A1 LM,SHANKLE,2825.5,105.48,0.867,8.5,13.285,3.3,2,0.07
4,A1 LM,SHANKLE,2826,100.58,0.817,6.2,16.07,3.2,2,0.047
3,B1 SH,SHANKLE,2826.5,76.2,0.688,3.9,16.375,2.8,1,1
3,B1 SH,SHANKLE,2827,72.8,0.626,-14.8,30.425,2.4,1,0.98
3,B1 SH,SHANKLE,2827.5,72.87,0.582,-19,39.125,2.1,1,0.959
3,B1 SH,SHANKLE,2828,72.37,0.553,-16.2,45.275,2,1,0.939
3,B1 SH,SHANKLE,2828.5,78.74,0.531,-8.6,44.37,2.1,1,0.918
3,B1 SH,SHANKLE,2829,79.41,0.513,-10.2,43.805,2.2,1,0.898
3,B1 SH,SHANKLE,2829.5,83.27,0.493,-6.5,39.435,2.6,1,0.878
3,B1 SH,SHANKLE,2830,85.55,0.48,0.2,34.29,2.6,1,0.857
3,B1 SH,SHANKLE,2830.5,87.65,0.477,6.5,33.645,2.5,1,0.837
3,B1 SH,SHANKLE,2831,85.37,0.486,-1.7,35.66,2.3,1,0.816
3,B1 SH,SHANKLE,2831.5,82.87,0.515,-4.1,36.645,2.5,1,0.796
3,B1 SH,SHANKLE,2832,81.99,0.567,-3.2,32.775,2.3,1,0.776
3,B1 SH,SHANKLE,2832.5,78.95,0.625,-7.9,31.68,2.4,1,0.755
3,B1 SH,SHANKLE,2833,72.05,0.684,-14.4,28.625,2.3,1,0.735
3,B1 SH,SHANKLE,2833.5,71.81,0.736,-14.8,24.055,3.4,1,0.714
3,B1 SH,SHANKLE,2834,57.61,0.772,2.6,12.49,4.2,1,0.694
3,B1 SH,SHANKLE,2834.5,54.12,0.809,7.8,8.38,4.2,1,0.673
3,B1 SH,SHANKLE,2835,53.58,0.863,6.8,8.2,4.2,1,0.653
3,B1 SH,SHANKLE,2835.5,61.12,0.901,7.1,8.695,4,1,0.633
3,B1 SH,SHANKLE,2836,61.73,0.916,8,9.35,4,1,0.612
3,B1 SH,SHANKLE,2836.5,62.92,0.921,8.4,9.06,3.8,1,0.592
2,B1 SH,SHANKLE,2837,66.91,0.912,6.2,8.57,3.6,1,0.571
2,B1 SH,SHANKLE,2837.5,66.22,0.893,4,7.775,3.4,1,0.551
1,B1 SH,SHANKLE,2838,62.81,0.874,2.5,7.255,3.3,1,0.531
1,B1 SH,SHANKLE,2838.5,60.15,0.852,1.3,7.185,3.2,1,0.51
1,B1 SH,SHANKLE,2839,53.38,0.819,-0.1,7.125,3.3,1,0.49
1,B1 SH,SHANKLE,2839.5,54.04,0.774,1.1,7.255,3.3,1,0.469
1,B1 SH,SHANKLE,2840,55.65,0.732,2.1,8.18,3.2,1,0.449
1,B1 SH,SHANKLE,2840.5,56.33,0.699,3,9.33,3,1,0.429
1,B1 SH,SHANKLE,2841,55.76,0.667,1.8,10.295,3,1,0.408
1,B1 SH,SHANKLE,2841.5,56.24,0.629,1.7,10.175,3.1,1,0.388
1,B1 SH,SHANKLE,2842,52.72,0.59,2.2,9.88,3.2,1,0.367
1,B1 SH,SHANKLE,2842.5,58.18,0.551,2.5,10.15,3.2,1,0.347
